id,name_vi,name_en,category,green_basis,province_current_2026,province_legacy,admin_area,address_or_location,latitude,longitude,coordinate_type,contact_org,contact_phone,contact_email,contact_website,source_url,notes,image_url
VN-GREEN-041,Khu Ramsar Bàu Sấu,Bau Sau Ramsar Wetland,ramsar;wetland_ecotourism,Hệ thống hồ đất ngập nước trong VQG Cát Tiên; Ramsar site; điểm ngắm cá sấu xiêm,Đồng Nai,Đồng Nai,"Khu vực Bàu Sấu, VQG Cát Tiên","Khu vực Bàu Sấu, Vườn quốc gia Cát Tiên, tỉnh Đồng Nai",11.425,107.4,representative_point,Vườn quốc gia Cát Tiên,0251 3669 228,,https://www.namcattien.org/,https://vi.wikipedia.org/wiki/B%C3%A0u_S%E1%BA%A5u,Nằm trong VQG Cát Tiên; Ramsar site số 1020.,https://cattiennationalpark.com.vn/wp-content/uploads/2022/12/BauSau-GIZ-by-Bi%CC%80nh-Da%CC%A3%CC%86ng1-1.jpg
VN-GREEN-042,Khu Ramsar Láng Sen,Lang Sen Wetland Reserve (Ramsar),ramsar;wetland_nature_reserve,Đất ngập nước Đồng Tháp Mười còn nguyên vẹn; Ramsar site; sinh cảnh sếu đầu đỏ,Long An,Long An,Huyện Tân Hưng; Vĩnh Hưng,"Khu bảo tồn đất ngập nước Láng Sen, huyện Tân Hưng, Long An",10.75,105.633333,representative_point,Khu bảo tồn đất ngập nước Láng Sen,0272 3840 091,,https://tayninh.gov.vn/diem-du-lich/ramsar-lang-sen-khu-bao-ton-sinh-thai-the-gioi-909671,https://tayninh.gov.vn/diem-du-lich/ramsar-lang-sen-khu-bao-ton-sinh-thai-the-gioi-909671,Ramsar site số 2349; được công nhận năm 2015.,https://upload.wikimedia.org/wikipedia/vi/c/c5/M%E1%BB%99t_g%C3%B3c_Khu_B%E1%BA%A3o_T%E1%BB%93n_%C4%90%E1%BA%A5t_Ng%E1%BA%ADp_N%C6%B0%E1%BB%9Bc_L%C3%A1ng_Sen.jpg
VN-GREEN-043,Khu Ramsar Sân chim Bạc Liêu,Bac Lieu Bird Sanctuary (Ramsar),ramsar;mangrove_ecotourism,Khu đất ngập nước ven biển; Ramsar site; rừng ngập mặn và sân chim điển hình Nam Bộ,Bạc Liêu,Bạc Liêu,Huyện Hòa Bình,"Sân chim Bạc Liêu, huyện Hòa Bình, tỉnh Bạc Liêu",9.283333,105.75,representative_point,Khu bảo tồn thiên nhiên Bạc Liêu,,,https://nbca.gov.vn/khu-bao-ton-loai-va-sinh-canh-vuon-chim-bac-lieu-bac-lieu/,https://nbca.gov.vn/khu-bao-ton-loai-va-sinh-canh-vuon-chim-bac-lieu-bac-lieu/,Ramsar site số 2348.,https://nbca.gov.vn/wp-content/uploads/2023/10/bac-lieu.png
VN-GREEN-044,Khu đất ngập nước Tràm Chim - Tam Nông,Tam Nong Ramsar Wetland,ramsar;wetland_nature_reserve,Một phần của phức hợp đất ngập nước Đồng Tháp Mười; bổ sung cho VQG Tràm Chim,Đồng Tháp,Đồng Tháp,Huyện Tam Nông,"Huyện Tam Nông, tỉnh Đồng Tháp",10.716667,105.533333,representative_point,VQG Tràm Chim / UBND huyện Tam Nông,0277 3829 779,,https://tramchim.net.vn/gioi-thieu.html,https://tramchim.net.vn/gioi-thieu.html,Liền kề và bổ sung sinh thái với VQG Tràm Chim.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQNdOgqo-55e7q63OhdvNQQy3O1HVSoI8xhw&s
VN-GREEN-045,Rừng ngập mặn Rú Chá,Ru Cha Mangrove Forest,mangrove_ecotourism;wetland_ecotourism,Rừng ngập mặn còn nguyên vẹn hiếm có ở miền Trung; hệ sinh thái chắn sóng ven đầm phá Tam Giang,Huế,Thừa Thiên Huế,"Xã Hương Phong, thị xã Hương Trà","Xã Hương Phong, thị xã Hương Trà, tỉnh Huế",16.516667,107.583333,representative_point,UBND xã Hương Phong / Chi cục kiểm lâm Huế,,,https://hue.gov.vn/Du-khach/Thong-tin-du-khach/Kham-pha-Hue/tb/Rung-ngap-man-Ru-Cha-120592,https://hue.gov.vn/Du-khach/Thong-tin-du-khach/Kham-pha-Hue/tb/Rung-ngap-man-Ru-Cha-120592,Nằm trong vùng đầm phá Tam Giang - Cầu Hai; liên kết du lịch sinh thái đầm phá.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEXKp_NzMp40w_-8EByl4eKx_GSWMxKQgJMA&s
VN-GREEN-046,Rừng ngập mặn Đầm Nại,Dam Nai Mangrove Wetland,mangrove_ecotourism;wetland_ecotourism,Rừng ngập mặn đầm phá ven biển Khánh Hòa; sinh cảnh chim nước và du lịch sinh thái địa phương,Khánh Hòa,Ninh Thuận,Huyện Ninh Hải (cũ),"Đầm Nại, huyện Ninh Hải, tỉnh Khánh Hòa",11.6,109.066667,representative_point,UBND huyện Ninh Hải,,,https://vtv.vn/vtv9/kham-pha-rung-ngap-man-dam-nai-20200708104154303.htm,https://vtv.vn/vtv9/kham-pha-rung-ngap-man-dam-nai-20200708104154303.htm,Ninh Thuận đã sáp nhập vào Khánh Hòa.,https://cdn.xanhsm.com/2024/12/deea008c-dam-thi-nai-quy-nhon-8.jpg
VN-GREEN-047,Rừng ngập mặn Vàm Sát,Vam Sat Mangrove Ecotourism,mangrove_ecotourism;wetland_ecotourism,"Khu du lịch sinh thái rừng ngập mặn nổi tiếng trong KDTSQ Cần Giờ; cá sấu nước lợ, cò thìa",Thành phố Hồ Chí Minh,TP. Hồ Chí Minh,Huyện Cần Giờ,"Ấp An Thới Đông, huyện Cần Giờ, TP.HCM",10.466667,106.933333,representative_point,Khu du lịch sinh thái Vàm Sát,028 3874 0540,,https://www.vamsat.com.vn/,https://vamsat.vn/,Nằm trong KDTSQ rừng ngập mặn Cần Giờ (VN-GREEN-014).,https://motogo.vn/wp-content/uploads/2020/02/1558947315696_1872558-1.jpg
VN-GREEN-048,Rừng ngập mặn Tam Giang - Cầu Hai,Tam Giang - Cau Hai Lagoon Mangrove,mangrove_ecotourism;ramsar_candidate_or_important_wetland,Đầm phá ven biển lớn nhất Đông Nam Á; rừng ngập mặn và hệ sinh thái thủy sinh phong phú,Huế,Thừa Thiên Huế,Huyện Phong Điền; Quảng Điền; Phú Vang; Phú Lộc,"Đầm phá Tam Giang - Cầu Hai, tỉnh Huế",16.4,107.65,representative_point,UBND tỉnh Huế / Sở NN&PTNT Huế,,,,https://nbca.gov.vn/khu-du-tru-thien-nhien-tam-giang-cau-hai-thua-thien-hue/,"Đầm phá lớn nhất ĐNA; diện tích ~22,000 ha nước mặn-lợ.",https://nbca.gov.vn/wp-content/uploads/2023/10/tamgiang-2-770x367-1.jpg
VN-GREEN-049,Khu bảo tồn biển Hòn Cau,Hon Cau Marine Protected Area,marine_protected_area;mangrove_ecotourism,"Khu bảo tồn biển cấp quốc gia; rạn san hô, cỏ biển và rừng ngập mặn ven đảo",Bình Thuận,Bình Thuận,Huyện Tuy Phong,"Đảo Hòn Cau, huyện Tuy Phong, tỉnh Bình Thuận",11.383333,108.883333,representative_point,Ban quản lý Khu bảo tồn biển Hòn Cau,0252 3860 004,,,https://nbca.gov.vn/khu-bao-ton-loai-sinh-canh-hon-cau-binh-thuan/,,https://nbca.gov.vn/wp-content/uploads/2023/10/bien-hon-cau.jpg
VN-GREEN-050,Rừng ngập mặn Đước Năm Căn,Nam Can Mangrove Forest,mangrove_ecotourism,Rừng đước nguyên sinh lớn nhất Việt Nam; gắn liền với hệ sinh thái rừng ngập mặn U Minh - Cà Mau,Cà Mau,Cà Mau,Huyện Năm Căn,"Huyện Năm Căn, tỉnh Cà Mau",8.966667,105.0,representative_point,UBND huyện Năm Căn / Khu du lịch Đước Năm Căn,,,,https://vuonqgmcm.camau.gov.vn/du-lich-va-dich-vu/rung-duoc-ngap-man-tai-nguyen-quy-noi-mien-dat-mui-289116,Thuộc vùng đệm KDTSQ Mũi Cà Mau.,https://dulichviet.com.vn/images/bandidau/he-sinh-thai-rung-duoc-ngap-man-nam-can-ca-mau.jpg
VN-GREEN-051,Khu bảo tồn thiên nhiên Tiền Hải,Tien Hai Nature Reserve,nature_reserve;mangrove_ecotourism;ramsar_candidate_or_important_wetland,Rừng ngập mặn và bãi triều cửa sông Hồng; điểm dừng chim di cư quốc tế; đề xuất Ramsar,Thái Bình,Thái Bình,Huyện Tiền Hải,"Huyện Tiền Hải, tỉnh Thái Bình",20.2,106.6,representative_point,Ban quản lý KBT thiên nhiên Tiền Hải,,,,https://vi.wikipedia.org/wiki/Khu_b%E1%BA%A3o_t%E1%BB%93n_thi%C3%AAn_nhi%C3%AAn_Ti%E1%BB%81n_H%E1%BA%A3i,Nằm trong vùng đệm KDTSQ châu thổ sông Hồng.,https://images2.thanhnien.vn/528068263637045248/2023/8/29/rung-ngap-man-tien-hai-5-1693297380698307816432.jpg
VN-GREEN-052,Vườn quốc gia Hoàng Liên,Hoang Lien National Park,national_park,Rừng nguyên sinh núi cao Hoàng Liên Sơn; đỉnh Fansipan; đa dạng loài thực vật ôn đới núi cao,Lào Cai,Lào Cai,Huyện Sa Pa; Văn Bàn,"Thị xã Sa Pa, tỉnh Lào Cai",22.333333,103.783333,representative_point,Vườn quốc gia Hoàng Liên,0214 3872 068,,https://www.vuonquocgiahoang lien.vn/,https://vqghl.laocai.gov.vn/,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSP-9If0GehB_qB4x88SnnTL2bNpZDmGpJR0Q&s
VN-GREEN-053,Vườn quốc gia Chư Mom Ray,Chu Mom Ray National Park,national_park,Rừng nhiệt đới Tây Nguyên; liên kết hành lang sinh thái với Campuchia; bảo tồn voi và hổ,Gia Lai,Kon Tum,Huyện Sa Thầy (cũ),"Sa Thầy, tỉnh Gia Lai",14.383333,107.6,representative_point,Vườn quốc gia Chư Mom Ray,0260 3864 009,,,http://vuonquocgiachumomray.vn/,Kon Tum đã sáp nhập vào Gia Lai.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAO7tqJSJPd85pZGnuxtoaEq11aePV1Y26nA&s
VN-GREEN-054,Vườn quốc gia Bù Gia Mập,Bu Gia Map National Park,national_park,Rừng nhiệt đới thường xanh; đa dạng linh trưởng; vùng đệm hành lang sinh thái Đông Nam Bộ,Bình Phước,Bình Phước,Huyện Bù Gia Mập,"Huyện Bù Gia Mập, tỉnh Bình Phước",12.216667,107.333333,representative_point,Vườn quốc gia Bù Gia Mập,0271 3792 089,,,http://vuonquocgiabugiamap.vn/vi/about/,,https://exotrails.com/wp-content/uploads/2025/01/bugiamap5.jpg
VN-GREEN-055,Khu bảo tồn thiên nhiên Ngọc Linh,Ngoc Linh Nature Reserve,nature_reserve,Rừng nguyên sinh đỉnh Ngọc Linh; bảo tồn sâm Ngọc Linh và gen thực vật bản địa quý hiếm,Gia Lai,Kon Tum; Quảng Nam,Huyện Tu Mơ Rông (cũ),"Khu vực núi Ngọc Linh, tỉnh Gia Lai",15.066667,107.966667,representative_point,Ban quản lý KBT Ngọc Linh,,,,https://thiennhienviet.org.vn/sourcebook/source_book_vn/Tay%20nguyen/Ngoc%20Linh%20-%20Kon%20Tum.htm,Kon Tum đã sáp nhập vào Gia Lai.,"https://ik.imagekit.io/tvlk/blog/2023/07/go-and-share-khu-bao-ton-ngoc-linh-1.jpg?tr=q-70,c-at_max,w-1000,h-600"
